Age_teen,Gender_teen,Country_teen,School_Grade,Avg_Daily_Usage_Hours_teen,Sleep_Hours_Per_Night_teen,Affects_Academic_Performance_teen,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addicted_Score_teen,Age_social,Gender_social,Academic_Level,Country_social,Avg_Daily_Usage_Hours_social,Most_Used_Platform,Affects_Academic_Performance_social,Sleep_Hours_Per_Night_social,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score_social
16,Female,Schneiderbury,9th,4.3,7.1,63,3,1.5,6,5,10,1,0.9,65,5,0.6,3.1,0.8,Other,7,2.4,6.7,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Single,3,7
15,Female,East Alicia,8th,6.4,6.3,89,1,2.6,5,9,9,0,0.2,31,12,3.7,0.7,1.3,Other,7,4.4,10,21,Male,Graduate,Denmark,3.6,Facebook,No,8.2,8,In Relationship,2,4
17,Male,South Juliaton,11th,2.2,4.9,62,9,0.1,3,4,7,1,1.4,127,8,3.1,1.5,2.4,Browsing,4,6.1,8.5,20,Female,Undergraduate,Ireland,4.5,TikTok,Yes,7.4,7,Single,3,6
14,Other,Robertburgh,9th,6.9,7.4,50,5,0.9,5,3,4,0,0.7,58,20,0.9,1.3,1.2,Social Media,3,6.9,10,22,Male,Graduate,India,6.2,WhatsApp,Yes,6.1,5,In Relationship,4,8
19,Female,Barbarastad,7th,3.8,6.5,91,4,1.6,7,2,8,0,1.9,134,11,4.3,1.2,1,Gaming,8,7.5,10,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,4
18,Male,East Brian,12th,4.1,7.5,93,9,0.9,3,5,6,0,0.4,25,9,2.7,1.6,1.4,Browsing,6,4.5,7,21,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6,Single,3,7
13,Other,Watkinsville,7th,5.1,7.9,51,0,0.5,1,5,4,1,1.7,115,5,2.9,1.2,0.7,Other,5,7.9,8.5,20,Female,Undergraduate,USA,7.2,TikTok,Yes,5.1,5,In Relationship,4,9
16,Female,Lake Marybury,10th,1.8,6.7,73,10,1.6,1,9,5,0,0.7,143,8,4.6,1.8,0.7,Social Media,9,1.7,9.3,22,Male,Graduate,Mexico,6,WhatsApp,Yes,6.2,6,Single,3,7
16,Male,Morrisonville,11th,6.1,7.2,56,2,1.2,4,9,4,0,1.3,99,14,4.2,1.6,0.5,Social Media,2,6,10,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2,5
16,Male,Thompsonport,10th,4.8,7.7,64,9,0.4,2,9,7,1,1.7,23,8,2.4,1.2,1.2,Other,3,4.8,6.6,21,Male,Graduate,Canada,4.9,Instagram,Yes,7.3,6,Single,3,7
13,Female,South Keith,11th,8.4,6.6,92,7,1.7,7,10,1,1,1.7,87,14,0.5,2.5,0.2,Social Media,3,8.4,10,20,Female,Undergraduate,Spain,4.7,TikTok,Yes,7.2,6,Single,3,7
13,Female,Port Jillianton,10th,6.5,5.6,58,2,0,5,1,8,1,0.5,79,9,2.9,3.1,1.2,Social Media,5,6.8,10,22,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8,In Relationship,2,4
17,Other,Ryanhaven,9th,3.7,6.8,64,2,1,5,4,7,0,1.9,123,10,2.8,2.4,0.6,Browsing,8,8.5,10,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,6
18,Male,East Josephborough,10th,8.9,3.9,91,5,0.7,9,3,4,1,0.9,33,13,2.7,1.4,3,Gaming,3,5,10,21,Male,Graduate,India,6.3,WhatsApp,Yes,6,5,In Relationship,4,8
16,Male,Perezfurt,10th,4.1,6.8,52,7,0,9,8,3,0,1.4,30,7,2.3,2.9,0.7,Other,5,10.3,7.9,20,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8,Single,2,4
18,Other,Goodmanton,7th,4.1,4.4,71,2,0,1,3,6,0,0.4,110,13,2.2,1.3,1.5,Education,7,6.7,10,22,Male,Graduate,Turkey,5,TikTok,Yes,7.2,6,Single,3,7
19,Male,West Rachelshire,9th,4,7.2,69,4,1.5,5,7,10,1,0.9,102,7,3,1.6,2,Other,6,6.3,8.4,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5,5,In Relationship,4,9
18,Other,Abigailberg,7th,6.8,8.8,56,10,0.9,9,10,7,1,1.2,132,19,2.5,0.2,1.9,Gaming,8,5.5,10,21,Male,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6,Single,3,7
15,Other,Lambury,7th,3.1,7.3,77,3,0.3,4,4,2,1,0.8,128,7,2.7,1.8,0.8,Gaming,10,6.3,7.9,20,Female,Undergraduate,France,4,Instagram,No,8,7,In Relationship,2,5
15,Female,North Janetview,11th,7.6,6.5,88,8,0.6,5,6,4,0,1.3,134,12,2.1,1.6,1.2,Education,4,12,10,22,Male,Graduate,Canada,4.8,TikTok,Yes,7.4,6,Single,3,7
19,Male,Smithhaven,8th,5.5,5.2,78,5,1.8,1,3,4,1,1.1,136,11,2.3,1.4,0.5,Browsing,6,6.8,10,19,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6,Single,3,7
16,Other,South William,7th,4.9,3.3,99,10,1,9,1,8,0,1,60,9,0,1.1,1.1,Other,8,10.6,7.4,21,Male,Graduate,Denmark,3.4,Facebook,No,8.4,8,In Relationship,2,4
17,Male,Lisaburgh,8th,6.1,6.1,86,9,1.6,7,4,7,0,0.1,93,18,3.1,2,0.5,Social Media,4,5.9,10,20,Female,Undergraduate,Ireland,4.3,TikTok,Yes,7.6,7,Single,3,6
15,Other,South Cassandra,12th,2.2,3,58,4,0,6,3,10,1,2,44,14,2.2,0.6,0.8,Education,4,4.1,7.2,22,Male,Graduate,India,6.4,WhatsApp,Yes,5.9,5,In Relationship,4,8
16,Other,Loriview,12th,7.7,7.3,70,4,0.7,5,8,6,1,1.5,79,10,1.9,1.6,1.6,Other,4,6.4,10,19,Female,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8,Single,2,4
14,Male,Samuelfort,11th,1.9,3.9,50,0,1,1,5,9,0,1.9,41,7,2.8,2.2,0.9,Social Media,6,5.5,7.2,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,7
14,Male,Castillofurt,7th,5.6,4.1,80,3,1.5,9,9,9,0,1.7,42,19,2.6,3.6,0.9,Education,9,8.2,10,20,Female,Undergraduate,USA,7.4,TikTok,Yes,4.9,5,In Relationship,4,9
17,Other,South Johnview,12th,3,8.9,82,2,1.5,6,4,5,1,1.5,141,7,3.3,0.2,1.1,Social Media,6,6.5,6.3,22,Male,Graduate,Mexico,6.2,WhatsApp,Yes,6,6,Single,3,7
18,Male,East Carlmouth,8th,1.8,5.7,85,7,1,2,10,2,0,1.5,120,18,2.9,2.8,0,Gaming,7,7.7,10,19,Female,Undergraduate,France,3.9,Instagram,No,8.1,7,In Relationship,2,5
13,Male,North Gary,8th,4.5,5.2,95,6,0.4,3,6,1,0,1.4,146,8,3.3,1.5,0.7,Gaming,3,2.5,10,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Single,3,7
18,Other,New April,8th,3.1,8.1,70,3,0,5,8,1,1,0.4,55,17,2.3,2.3,1.6,Education,5,5.7,8.1,20,Female,Undergraduate,Spain,4.5,TikTok,Yes,7.4,6,Single,3,7
16,Male,Martinezberg,7th,5.8,5.7,55,4,1.8,4,6,9,1,1.3,143,12,1.4,1.2,0.6,Browsing,6,8.5,10,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2,4
15,Female,Johnsshire,8th,7.6,6,63,8,1,9,1,6,1,0.9,27,19,3.3,4,1.5,Other,6,7.3,10,19,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7,Single,3,6
15,Female,Lake Alyssabury,9th,6.2,6.1,75,6,0.2,8,3,2,0,1.2,76,8,2.1,1,1.4,Social Media,6,6.5,9.4,21,Male,Graduate,India,6.5,WhatsApp,Yes,5.8,5,In Relationship,4,8
13,Male,Diazmouth,10th,1.4,5.2,77,6,0,8,8,8,0,0.4,86,11,2.6,2.2,1.4,Gaming,8,4.9,7.5,20,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8,Single,2,4
18,Other,Peterchester,11th,4.4,6.2,56,1,1,1,9,9,0,0.7,57,17,1.3,2.8,0.9,Social Media,6,1.9,9.9,22,Male,Graduate,Turkey,4.8,TikTok,Yes,7.4,6,Single,3,7
17,Female,Cooktown,11th,7.4,6.5,90,2,2.5,4,1,1,0,0.6,103,7,1.3,0.6,2,Other,5,3.3,9.5,19,Female,Undergraduate,USA,7.5,Instagram,Yes,4.8,5,In Relationship,4,9
18,Female,Bryanville,9th,6.5,3.4,84,2,1.2,7,6,10,0,0.5,26,10,1.8,1.8,0.8,Social Media,9,7.5,10,21,Male,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,6,Single,3,7
17,Other,Mitchellhaven,12th,3.9,4.4,65,10,1.1,3,6,2,1,0.5,51,16,3.7,1,1.5,Other,6,5.9,10,20,Female,Undergraduate,France,3.8,Instagram,No,8.2,7,In Relationship,2,5
18,Other,Ambermouth,10th,4,5.3,62,6,0.8,7,1,7,1,0.7,119,8,3.5,1.2,0.8,Social Media,4,4.9,10,22,Male,Graduate,Canada,4.6,TikTok,Yes,7.6,6,Single,3,7
14,Female,Hallfurt,9th,3.3,8.8,91,10,1.4,1,3,10,1,1.7,114,5,3.5,0.4,0.8,Gaming,1,8,6.1,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7
18,Female,North Charlesmouth,12th,6.5,6.9,53,2,0.9,3,7,5,1,0.9,64,15,1.8,0.9,1.7,Education,5,4.7,10,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,4
16,Male,Buchananfort,9th,5.4,3,91,2,2.4,6,4,9,0,0.4,24,6,4,0.5,1.3,Browsing,5,3.9,10,20,Female,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,7,Single,3,6
19,Other,New Timothy,10th,3.1,8,98,10,0.9,4,4,9,0,1.1,45,19,2.2,0.5,1.8,Education,9,4.5,6.5,22,Male,Graduate,India,6.6,WhatsApp,Yes,5.7,5,In Relationship,4,8
13,Other,Port Nicholasborough,11th,4.4,7.3,77,9,0,10,5,4,0,0.8,72,9,2.2,1.2,0.5,Education,2,4.9,7.4,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4
15,Other,Marquezview,12th,4.9,5.2,60,9,2,7,9,10,0,0.1,125,19,2,1.1,2.3,Education,4,7.6,10,21,Male,Graduate,Turkey,4.7,Instagram,Yes,7.5,6,Single,3,7
19,Male,Port Kimberly,11th,5.6,8,73,9,0.9,6,7,9,1,0.6,75,13,2.1,0.3,0.5,Gaming,1,6.8,8.1,20,Female,Undergraduate,USA,7.6,TikTok,Yes,4.7,5,In Relationship,4,9
17,Male,Kathleenbury,11th,6.4,7.1,94,6,1.3,8,5,10,0,0.9,113,16,2,0.6,1.8,Other,3,3.8,10,22,Male,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6,Single,3,7
13,Other,Port Stephen,8th,8.7,8.6,97,9,1,10,3,2,0,0.5,59,5,3.4,2.2,1.9,Social Media,2,9.7,10,19,Female,Undergraduate,France,3.7,Instagram,No,8.3,7,In Relationship,2,5
18,Male,Rasmussenport,11th,6.7,3.9,90,6,0,10,1,3,1,1.4,31,14,2.1,1.6,0.3,Browsing,4,4.7,10,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3,7
14,Other,West Amyfort,11th,8.7,6,87,9,1,1,8,8,1,0,137,5,1.6,1.3,1,Browsing,6,6,10,20,Female,Undergraduate,Spain,4.3,TikTok,Yes,7.6,6,Single,3,7
14,Male,East Melinda,7th,1.9,3.6,70,3,0.3,5,5,9,1,0.8,53,11,3.3,1.3,0.7,Browsing,4,1.7,8,22,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8,In Relationship,2,4
19,Other,Lake Jamestown,7th,7.8,5.3,67,9,1.3,6,4,4,0,0.9,122,20,2.9,1,0,Education,8,7.3,10,19,Female,Undergraduate,Ireland,4,Instagram,Yes,7.9,7,Single,3,6
16,Female,Stewartport,11th,3.7,5.9,83,6,1.4,3,1,5,1,1.2,83,11,1.5,0.9,0.9,Browsing,1,5.9,7,21,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5,In Relationship,4,8
15,Other,Cynthiaville,8th,8.4,5.2,95,2,0.4,9,6,6,0,0.6,108,14,2.6,2.9,0.1,Browsing,1,2.3,10,20,Female,Undergraduate,Switzerland,3,Instagram,No,8.8,8,Single,2,4
16,Male,North Stevenshire,12th,8.8,7.3,80,10,1,4,3,3,1,1.1,58,10,3.5,1.9,0.6,Other,3,4.7,10,22,Male,Graduate,Turkey,4.6,TikTok,Yes,7.6,6,Single,3,7
17,Male,New Natalieside,11th,6.2,6.2,64,8,2.5,10,3,3,0,1.9,41,13,3.4,1.9,1.6,Social Media,8,8.5,10,19,Female,Undergraduate,USA,7.7,Instagram,Yes,4.6,5,In Relationship,4,9
15,Other,New Jessica,8th,3.8,3.9,73,2,1.8,5,1,8,1,0,85,6,1.5,1.9,1.3,Other,7,6.5,8.2,21,Male,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,6,Single,3,7
15,Other,Smithburgh,12th,6,7.4,57,5,1,9,8,3,1,0.9,113,18,2.5,0.4,0.6,Education,8,5,10,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2,5
15,Other,West Justin,12th,2.4,8.3,100,8,0,6,3,9,0,0.6,93,18,3.3,0.2,0.9,Social Media,7,3.3,7.2,22,Male,Graduate,Canada,4.4,TikTok,Yes,7.8,6,Single,3,7
14,Female,North Alexis,11th,5.7,5.5,77,6,1.1,10,1,9,1,1,114,10,3,1.4,2.2,Social Media,5,7.9,10,19,Female,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6,Single,3,7
17,Other,South Susan,9th,6.3,6.5,94,8,1.7,7,9,10,0,0.5,85,5,1.9,0.2,0.8,Education,4,8.7,7.8,21,Male,Graduate,Denmark,3,Facebook,No,8.8,8,In Relationship,2,4
17,Other,Martinezborough,8th,6.3,5,74,10,0.1,8,8,9,0,0.4,24,9,1.8,0.7,0.6,Browsing,2,7.9,8.6,20,Female,Undergraduate,Ireland,3.9,TikTok,Yes,8,7,Single,3,6
16,Male,Susanton,11th,0,6.6,66,10,0.5,2,3,6,0,0.9,136,15,2.1,0.8,1.3,Browsing,4,2.6,5.3,22,Male,Graduate,India,6.8,WhatsApp,Yes,5.5,5,In Relationship,4,8
13,Other,South Lisaborough,9th,6.3,8.8,63,0,0.4,9,3,8,0,2.1,32,20,1.8,3,2.2,Social Media,3,8.4,10,19,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8,Single,2,4
19,Other,Shaneburgh,7th,5.2,7.4,87,9,0.2,6,3,9,1,1.5,57,13,2.2,0.7,1.8,Browsing,9,6.9,8.1,21,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6,Single,3,7
13,Male,Stacychester,9th,3.5,5,97,4,1.1,9,2,5,0,1.6,34,5,1.1,1.6,1.5,Browsing,8,6.9,5.4,20,Female,Undergraduate,USA,7.8,TikTok,Yes,4.5,5,In Relationship,4,9
15,Male,Jamesberg,11th,4.5,8.2,57,1,1.7,8,4,7,1,2,32,18,4.2,2.4,1.8,Social Media,1,3.5,10,22,Male,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6,Single,3,7
14,Female,West Traceymouth,10th,4.9,6.5,85,10,0,9,8,2,1,0.9,110,19,3.9,2.1,1.1,Gaming,2,5.4,10,19,Female,Undergraduate,France,3.5,Instagram,No,8.5,7,In Relationship,2,5
13,Other,Juarezmouth,12th,4,4.8,82,8,0,10,10,1,1,0.7,23,18,2.4,1,0.3,Other,7,6.4,9.1,21,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6,Single,3,7
18,Male,South Davidstad,9th,4.2,5.1,75,5,0.9,7,8,8,1,0.7,128,11,3,1.7,1.3,Gaming,10,8.1,10,20,Female,Undergraduate,Spain,4.1,TikTok,Yes,7.8,6,Single,3,7
14,Male,Robinsonfurt,8th,6.2,6.7,57,1,0.6,5,9,1,0,1.6,71,19,2.2,0.8,1.6,Gaming,6,6.9,10,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,In Relationship,2,4
16,Male,Smithton,11th,3.8,8.8,55,10,0.8,9,1,7,1,0.5,83,15,3.4,1.8,0,Social Media,5,7.5,9.3,19,Female,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7,Single,3,6
16,Other,Lake Manuel,12th,4.1,3.6,77,9,2.3,9,2,3,0,0.8,140,14,2,2,0.5,Education,4,6.3,10,21,Male,Graduate,India,6.9,WhatsApp,Yes,5.4,5,In Relationship,4,8
19,Other,South Christopher,11th,4.3,6.4,75,10,2,6,2,8,0,1.6,73,7,0.4,1.5,1.4,Browsing,9,4.8,5.9,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9,8,Single,2,4
17,Male,Laurentown,11th,4.7,8.3,97,6,0.2,3,8,6,0,1.3,119,9,3,0.6,1.1,Gaming,9,5.5,8.3,22,Male,Graduate,Turkey,4.4,TikTok,Yes,7.8,6,Single,3,7
19,Male,North Carlosstad,7th,4.5,5.3,82,9,0,3,3,2,1,0.7,37,18,0.8,1.7,1.9,Browsing,1,6.8,8.7,19,Female,Undergraduate,USA,7.9,Instagram,Yes,4.4,5,In Relationship,4,9
13,Male,North Christopher,9th,3.5,5.5,58,6,1.5,5,5,9,0,1.5,70,8,1.7,1.2,0.4,Gaming,10,8.1,6.6,21,Male,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,6,Single,3,7
18,Other,Matthewmouth,12th,4.1,5.7,79,1,0.6,5,9,3,1,1,108,19,1.2,0.4,1.3,Social Media,9,4.6,8.8,20,Female,Undergraduate,France,3.4,Instagram,No,8.6,7,In Relationship,2,5
13,Female,Lopezchester,9th,4.9,7.2,56,7,0.5,10,10,8,1,1.1,42,17,2.8,1.1,2.4,Social Media,1,6.7,9.4,22,Male,Graduate,Canada,4.2,TikTok,Yes,8,6,Single,3,7
18,Male,East Matthew,8th,7.3,5.4,87,2,2,7,6,7,0,1.5,134,7,1.9,0.3,1.8,Other,5,4.7,10,19,Female,Undergraduate,Spain,4,Instagram,Yes,7.9,6,Single,3,7
18,Other,Elizabethport,7th,6.7,6.1,61,1,2,8,8,7,1,0.6,137,17,2.9,0.8,2.3,Browsing,1,6.1,10,21,Male,Graduate,Denmark,2.8,Facebook,No,9,8,In Relationship,2,4
19,Female,Bonnieland,7th,6.5,7.4,51,6,0.8,6,1,7,1,1.3,108,6,2,1.6,0.9,Other,6,2.9,9.8,20,Female,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,7,Single,3,6
16,Male,Meghanmouth,12th,7.3,10,94,4,0.5,1,10,4,0,1.7,122,19,2.1,2.2,0,Browsing,2,7.1,10,22,Male,Graduate,India,7,WhatsApp,Yes,5.3,5,In Relationship,4,8
14,Other,New Adamchester,8th,6.8,7.7,53,0,1.2,6,5,2,1,1.7,55,18,3.2,1.5,0.9,Other,8,7,10,19,Female,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8,Single,2,4
14,Other,Joannmouth,11th,3.7,7.5,53,6,1.3,7,4,3,1,0.2,115,18,3.1,1.8,0.4,Other,2,4.5,10,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Single,3,7
19,Other,West Rodneyfurt,7th,5,6.9,50,0,0.4,9,9,2,1,0.7,108,19,1.8,2.3,0,Social Media,3,6.7,10,20,Female,Undergraduate,USA,8,TikTok,Yes,4.3,5,In Relationship,4,9
19,Male,Williamschester,12th,6.8,9.4,67,6,0.8,8,1,2,1,1.3,57,20,1.1,1.1,1,Social Media,6,7.1,9.4,22,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6,Single,3,7
19,Male,Brownstad,9th,6.6,8.6,61,8,2,10,9,8,0,1.3,133,5,1.6,2.1,0.9,Other,7,7.8,9.7,19,Female,Undergraduate,France,3.3,Instagram,No,8.7,7,In Relationship,2,5
13,Male,Lake Amanda,10th,3.8,5.2,75,5,0.9,1,2,7,0,0,123,18,4.5,0.4,1.6,Gaming,4,3.9,10,21,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6,Single,3,7
19,Male,Martinezberg,9th,3.9,8.4,61,8,1.1,5,7,1,1,0.4,76,5,1.1,0.6,1.7,Social Media,2,6.3,3.9,20,Female,Undergraduate,Spain,3.9,TikTok,Yes,8,6,Single,3,7
15,Male,Anthonyland,10th,2.5,6.1,67,9,1.9,3,1,7,0,0.6,43,19,2.7,1.3,1.3,Education,8,7.9,8.1,22,Male,Graduate,Denmark,2.7,Facebook,No,9.1,8,In Relationship,2,4
17,Female,Davidshire,11th,5.5,7.5,90,7,0.9,6,2,2,1,0.7,55,7,2.5,1,0.3,Other,9,4.4,7.8,19,Female,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7,Single,3,6
17,Other,West Deniseport,9th,3.4,9,56,3,2.1,7,8,7,1,1,74,12,1.6,1.3,1,Other,5,5.7,5.7,21,Male,Graduate,India,7.1,WhatsApp,Yes,5.2,5,In Relationship,4,8
17,Female,Gilbertburgh,8th,5.9,7.7,81,6,1.6,1,10,3,0,0.5,136,6,1.3,1.6,0.7,Education,9,3.1,8.9,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Single,2,4
15,Male,Lake Anne,11th,6.7,5.1,75,3,0.8,6,7,1,0,0.5,59,8,3.1,1.5,0.5,Browsing,4,8.7,10,22,Male,Graduate,Turkey,4.2,TikTok,Yes,8,6,Single,3,7
13,Male,Anthonyview,9th,5.4,6.2,50,1,1.8,5,7,10,1,0.8,79,13,2.2,0.6,2.3,Other,8,5.1,9.3,19,Female,Undergraduate,USA,8.1,Instagram,Yes,4.2,5,In Relationship,4,9
18,Other,Cooktown,10th,5.1,7.1,85,8,0.9,1,1,2,0,0,39,7,2.4,1.3,0.5,Browsing,5,2.2,7.4,21,Male,Graduate,Mexico,6.9,WhatsApp,Yes,5.3,6,Single,3,7
16,Other,Taylorview,11th,4,7.1,96,8,1.6,7,2,3,0,0.3,32,15,3.4,0.4,1.6,Social Media,2,5.8,7.9,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,5
16,Male,Lauriestad,8th,2.1,5.2,66,9,1.2,4,9,1,0,0.7,97,13,3.7,2.6,1,Social Media,2,10.6,10,22,Male,Graduate,Canada,4,TikTok,Yes,8.2,6,Single,3,7
17,Other,Nathanielbury,9th,8.6,6,53,6,1.7,2,4,9,1,0.7,128,15,1.2,1.7,2,Browsing,1,6.4,10,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Single,3,7
17,Male,West Maria,7th,6.2,6.5,58,6,0.9,5,3,3,0,0.7,109,18,3.2,2.3,2,Education,5,6.1,10,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,In Relationship,2,4
13,Male,Davishaven,10th,3.8,3.7,78,9,2,1,5,9,0,0.3,64,8,1.7,0.9,1.2,Education,6,9.6,7.4,20,Female,Undergraduate,Ireland,3.5,TikTok,Yes,8.4,7,Single,3,6
14,Male,Ambermouth,11th,7.4,4,96,5,1.5,1,4,2,1,1.2,146,14,3.2,1,1.3,Other,9,8.6,10,22,Male,Graduate,India,7.2,WhatsApp,Yes,5.1,5,In Relationship,4,8
13,Female,Stephaniestad,11th,5.4,4.3,93,2,1.2,8,10,4,1,1,38,20,3.5,3.4,0.9,Browsing,8,3.3,10,19,Female,Undergraduate,Switzerland,2.5,Instagram,No,9.3,8,Single,2,4
19,Male,Port Carrietown,8th,5.2,8.6,76,1,1.8,10,3,6,0,1.1,33,8,2,1,1.6,Other,5,8.8,6.2,21,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6,Single,3,7
16,Female,East Reneestad,9th,7.2,3.9,60,2,1.7,4,5,10,1,1.7,26,17,4.4,0.3,2,Education,1,4.8,10,20,Female,Undergraduate,USA,8.2,TikTok,Yes,4.1,5,In Relationship,4,9
16,Female,Lake Kevin,12th,2.8,6.1,96,7,1.5,8,1,4,1,1.7,33,13,1.8,1.9,2.2,Education,7,8.1,6.7,22,Male,Graduate,Mexico,7,WhatsApp,Yes,5.2,6,Single,3,7
15,Female,Sandrahaven,9th,7.8,7.9,79,4,2.2,2,5,9,1,1.3,30,15,1.7,0.2,0.5,Browsing,8,5.2,9.3,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,In Relationship,2,5
16,Male,Robertsfort,8th,4.7,7.6,58,9,0.4,10,6,9,0,0.2,98,16,3.5,1.1,0.2,Education,1,9.6,10,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3,7
19,Male,Courtneyland,9th,5.6,6.1,91,9,1.5,9,7,9,0,0.2,111,12,2.7,0.4,3,Other,7,2.9,10,20,Female,Undergraduate,Spain,3.7,TikTok,Yes,8.2,6,Single,3,7
13,Male,Port Shawnland,10th,3.8,7.1,99,7,1.1,3,7,10,1,0.8,26,20,4.1,1.8,0.1,Other,6,6.2,10,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,In Relationship,2,4
18,Female,North Brookebury,11th,5,8.5,99,4,0,5,2,6,0,0,134,15,4.1,1.3,1.2,Education,1,6,10,19,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7,Single,3,6
19,Other,East Bailey,9th,5.2,8.7,51,1,1.5,3,10,8,1,0.9,81,18,2.6,0.1,0.3,Browsing,3,5.7,8.8,21,Male,Graduate,India,7.3,WhatsApp,Yes,5,5,In Relationship,4,8
17,Male,Butlerhaven,7th,10.2,10,64,6,2,2,1,1,0,0.2,73,17,1.6,1,1.6,Social Media,10,5.3,10,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2,4
13,Female,Jamieview,12th,1.1,9,98,0,1.1,4,4,1,1,1.6,132,19,1.7,2.6,1.7,Education,6,5,7.3,22,Male,Graduate,Turkey,4,TikTok,Yes,8.2,6,Single,3,7
14,Other,South Louis,8th,2.4,6,84,3,0,9,7,5,1,0.3,65,20,2.1,1.5,1.4,Gaming,8,4,8.3,19,Female,Undergraduate,USA,8.3,Instagram,Yes,4,5,In Relationship,4,9
17,Male,Reginafurt,8th,5.5,7.4,93,7,1.3,9,5,5,1,1.5,81,6,3,1.5,0.6,Gaming,5,5.7,9.1,21,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6,Single,3,7
16,Male,East Michaelmouth,11th,5,7.9,100,0,0.3,4,9,8,1,0.9,26,15,1.6,0,0.8,Social Media,4,8.4,6.2,20,Female,Undergraduate,France,3,Instagram,No,9,7,In Relationship,2,5
15,Other,South Sarahville,10th,2.2,7.2,79,0,1.5,8,1,3,0,0.1,56,9,2.5,0.7,0.7,Gaming,6,7,4.7,22,Male,Graduate,Canada,3.8,TikTok,Yes,8.4,6,Single,3,7
16,Male,Lake Erikabury,8th,5.2,7.6,76,9,0.8,9,1,6,1,1.3,147,14,3.2,0.9,1.4,Gaming,1,7.9,10,19,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,6,Single,3,7
19,Other,East Lindsey,8th,4.6,6.8,90,4,1.1,1,9,10,0,0.5,131,14,2.9,0,0,Other,4,3,9.5,21,Male,Graduate,Denmark,2.4,Facebook,No,9.4,8,In Relationship,2,4
